player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Clinton McDonald,5173,DI,OAK,15,14,2.8,0,0,23,65.8,64.4,87.5,53.3,65.3,66.4,3.4,1,0,194,202,6.2,12,14
Steve McLendon,5232,DI,NYJ,16,7,2.8,1,0,22,66.8,75.7,43.6,62.2,79.0,62.7,6.5,2,3,226,237,6.6,15,22
Michael Bennett,5273,ED,PHI,18,4,0.8,2,0,24,61.7,75.8,41.3,74.9,70.6,43.9,16.7,5,7,205,211,8.3,17,21
Ramon Humber,5310,LB,NE,7,1,9.5,0,0,19,58.6,54.5,76.5,51.8,54.7,29.3,25.0,1,0,23,23,4.3,1,2
Ndamukong Suh,5527,DI,LA,19,17,2.9,1,0,26,74.7,80.0,41.5,68.0,82.4,62.7,11.7,7,8,381,391,6.8,26,36
Gerald McCoy,5528,DI,TB,14,0,2.1,1,0,30,64.9,76.7,58.1,66.6,78.1,49.7,20.0,4,4,272,283,4.0,11,16
Eric Berry,5530,S,KC,3,2,5.7,0,0,16,61.7,62.4,82.1,67.9,58.8,75.0,11.1,1,0,92,92,3.3,3,6
Joe Haden,5532,CB,PIT,15,3,5.6,0,1,25,70.9,70.9,87.8,,63.5,46.3,27.8,5,5,307,321,1.0,3,10
Tyson Alualu,5535,DI,PIT,15,2,2.3,0,0,25,65.3,63.2,84.5,55.9,62.4,65.3,10.5,2,0,132,137,10.6,14,15
Brandon Graham,5538,ED,PHI,18,7,1.0,0,0,24,76.6,88.6,78.1,77.8,81.3,62.5,5.6,2,3,243,251,9.5,23,27
Earl Thomas III,5539,S,SEA,4,1,13.2,0,0,29,90.6,91.3,13.0,64.0,71.5,90.4,0.0,0,1,90,93,1.1,1,10
Jason Pierre-Paul,5540,ED,TB,16,8,1.7,3,0,30,68.6,60.1,33.0,58.3,63.7,39.8,14.0,7,8,364,381,7.1,26,35
Derrick Morgan,5541,ED,TEN,13,4,3.9,0,0,31,62.4,61.2,74.9,60.7,58.3,59.0,9.1,2,1,201,210,4.5,9,16
Kareem Jackson,5545,CB,HST,17,4,3.0,0,1,13,74.2,79.2,88.5,64.3,89.9,68.8,7.9,3,6,357,368,5.6,20,31
Devin McCourty,5552,S,NE,19,6,9.8,0,0,19,83.9,80.6,87.0,48.3,74.5,82.8,7.1,2,0,358,367,1.7,6,20
Jerry Hughes,5556,ED,BUF,16,7,0.4,1,0,4,58.2,87.9,47.7,90.4,72.3,47.1,14.3,4,5,236,243,6.4,15,17
Patrick Robinson,5557,CB,NO,3,0,6.0,1,0,20,66.1,66.9,79.6,59.1,67.2,56.0,0.0,0,2,34,35,0.0,0,1
Linval Joseph,5571,DI,MIN,15,14,3.1,0,1,18,71.0,72.2,48.1,64.3,73.4,66.9,2.2,1,4,300,308,7.7,23,31
Carlos Dunlap,5579,ED,CIN,16,5,2.3,2,0,7,63.6,78.2,44.9,67.4,86.5,67.4,5.4,2,6,282,291,6.7,19,30
Sean Lee,5580,LB,DAL,9,9,2.4,0,0,9,53.0,57.8,83.2,59.0,63.8,56.2,8.0,2,0,99,103,11.1,11,14
Golden Tate,5585,WR,PHI,1,0,,0,0,24,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Morgan Burnett,5596,S,PIT,11,5,7.8,1,0,25,62.8,66.7,82.8,67.2,69.8,83.2,8.3,1,3,107,109,2.8,3,6
Earl Mitchell,5605,DI,SF,13,6,2.9,0,0,28,56.1,62.8,87.3,56.1,63.5,67.0,0.0,0,0,185,192,6.5,12,16
Corey Peters,5607,DI,ARZ,15,8,2.1,0,0,1,70.7,66.0,89.8,51.4,68.7,57.5,4.9,2,0,323,333,7.1,23,31
Everson Griffen,5624,ED,MIN,11,6,3.0,1,0,18,59.9,68.0,38.5,61.4,76.1,61.3,9.4,3,5,237,244,7.6,18,23
Geno Atkins,5643,DI,CIN,16,14,1.8,1,0,7,52.9,81.8,60.0,85.1,70.0,37.9,10.0,4,3,290,299,6.6,19,22
Al Woods,5646,DI,IND,14,7,2.8,1,0,14,51.1,59.1,53.0,62.4,66.9,27.2,19.0,4,2,182,187,3.3,6,10
Kendrick Lewis,5659,S,TEN,6,5,5.9,0,0,31,49.1,53.1,84.4,,66.5,70.8,0.0,0,0,110,111,2.7,3,9
Sherrick McManis,5667,CB,CHI,8,2,4.3,0,0,6,83.2,85.7,84.6,70.0,83.5,80.3,0.0,0,0,48,49,4.2,2,7
Reshad Jones,5686,S,MIA,14,2,9.4,1,0,17,71.7,72.1,61.7,70.2,68.6,67.8,12.8,5,1,349,363,3.4,12,32
Dekoda Watson,5740,ED,SF,4,0,1.5,0,0,28,60.0,69.4,82.1,66.3,62.3,74.0,0.0,0,0,8,8,25.0,2,2
Kurt Coleman,5767,S,NO,17,3,4.5,0,1,20,53.7,55.9,83.1,48.0,63.0,36.2,15.8,3,0,149,152,5.4,8,13
Rafael Bush,5779,CB,BUF,15,7,5.8,0,0,4,59.2,60.9,44.8,66.5,64.0,62.0,18.8,3,1,185,190,2.7,5,6
Kyle Love,5806,DI,CAR,16,5,1.5,0,2,5,61.0,75.8,71.2,64.1,78.2,46.9,10.5,2,1,169,176,6.5,11,12
Vincent Rey,5811,LB,CIN,10,5,4.0,0,0,7,51.2,47.7,77.2,57.3,48.4,58.5,0.0,0,1,98,101,3.1,3,6
Darian Stewart,5820,S,DEN,14,6,9.0,1,0,10,60.8,59.6,61.5,49.1,59.9,38.6,10.0,3,3,343,353,1.2,4,21
Ben Garland,5839,G,ATL,1,0,,0,0,2,,70.7,67.5,60.0,60.0,,,0,2,1,1,0.0,0,0
Tramaine Brock Sr.,5903,CB,DEN,11,0,10.7,1,0,10,60.5,59.5,84.9,,49.6,58.2,40.0,2,2,149,155,0.7,1,3
Barry Church,5924,S,JAX,11,6,3.9,1,0,15,40.1,49.9,27.5,64.9,75.9,66.6,10.0,3,4,260,265,5.0,13,21
Sam Shields,5943,CB,LA,12,0,4.3,1,0,26,57.1,60.6,84.9,,80.1,42.4,0.0,0,2,73,74,2.7,2,6
Frank Zombo,5945,ED,KC,4,0,,0,0,16,60.0,55.9,77.2,58.2,54.3,,,0,0,16,16,0.0,0,0
Anthony Levine,6013,S,BLT,13,0,2.8,0,0,3,76.4,62.8,85.4,53.2,28.7,51.2,16.7,1,1,40,41,10.0,4,5
Marcus Sherels,6017,CB,MIN,3,0,,0,0,18,58.6,60.4,73.5,,63.2,23.2,,0,0,13,14,0.0,0,0
Albert McClellan,6022,LB,NE,3,1,4.0,0,0,19,69.9,60.2,99.6,50.9,53.1,54.6,0.0,0,0,14,14,7.1,1,1
Andrew Sendejo,6118,S,MIN,5,2,5.8,0,0,18,70.7,70.4,31.1,56.2,65.7,61.3,23.1,3,2,110,116,2.7,3,8
Von Miller,6154,ED,DEN,16,10,2.4,0,1,10,84.4,90.3,35.4,90.0,80.2,64.4,16.1,5,7,304,312,3.9,12,16
Marcell Dareus,6155,DI,JAX,15,4,1.7,0,0,15,62.9,78.5,88.0,59.5,80.7,48.3,11.4,4,0,260,266,7.3,19,27
Patrick Peterson,6157,CB,ARZ,16,1,7.1,1,0,1,83.7,82.5,50.9,72.1,71.9,65.8,15.4,4,3,481,496,1.5,7,21
Julio Jones,6158,WR,ATL,2,0,,0,0,2,60.8,61.2,66.7,,60.0,,,0,1,2,2,0.0,0,0
J.J. Watt,6163,ED,HST,17,6,0.5,0,1,13,69.6,90.5,30.7,89.7,87.9,50.7,14.3,7,9,334,348,10.2,34,36
Robert Quinn,6166,ED,MIA,16,4,1.7,1,0,17,75.3,69.4,49.9,73.2,55.9,29.1,20.0,6,4,252,259,6.3,16,20
Ryan Kerrigan,6168,ED,WAS,16,9,1.8,0,0,32,63.5,75.9,83.7,70.2,71.7,85.0,0.0,0,1,305,309,3.6,11,15
Corey Liuget,6170,DI,LAC,6,0,0.2,0,0,27,59.5,69.9,26.2,61.9,79.7,74.1,0.0,0,2,61,63,13.1,8,9
Prince Amukamara,6171,CB,CHI,16,3,7.6,2,1,6,77.1,81.0,89.9,,90.5,78.4,6.7,1,9,292,298,0.7,2,11
Adrian Clayborn,6172,ED,NE,16,0,1.6,0,1,19,66.7,67.7,74.6,62.5,70.4,30.7,37.5,3,1,45,46,8.9,4,5
Cameron Jordan,6176,ED,NO,18,8,1.3,1,0,20,64.6,89.9,81.3,82.1,86.6,75.4,2.3,1,2,304,312,8.9,27,34
Jimmy Smith,6179,CB,BLT,13,0,5.4,1,0,3,62.6,61.2,29.9,39.0,62.6,65.3,18.2,2,5,233,242,1.7,4,9
Muhammad Wilkerson,6182,DI,GB,3,1,2.5,0,0,12,61.6,76.5,34.0,66.2,76.4,71.4,0.0,0,1,38,41,2.6,1,2
Cameron Heyward,6183,DI,PIT,16,9,2.8,1,0,25,67.5,84.4,68.5,76.6,77.5,70.0,2.8,1,2,280,293,6.4,18,26
Jabaal Sheard,6189,ED,IND,18,5,1.3,1,0,14,63.1,70.0,59.3,63.3,73.4,53.3,13.9,5,6,310,320,6.8,21,26
Bruce Carter,6192,LB,ATL,7,1,3.2,0,0,2,61.2,55.5,76.9,53.6,51.6,68.7,22.2,2,0,31,32,12.9,4,6
Jarvis Jenkins,6193,DI,KC,12,0,1.6,0,0,16,59.5,50.4,83.3,48.2,56.2,26.9,28.6,2,0,70,73,5.7,4,5
Brooks Reed,6194,ED,ATL,16,6,2.0,0,0,2,41.7,65.8,76.9,61.2,71.0,29.5,19.0,4,1,184,190,5.4,10,11
Marcus Gilchrist,6202,S,OAK,16,6,12.3,0,0,23,53.5,54.4,86.3,49.8,56.3,69.6,23.1,6,0,363,381,1.1,4,14
Randall Cobb,6216,WR,GB,1,0,,1,0,12,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Terrell McClain,6217,DI,ATL,13,5,2.5,0,0,2,52.6,51.1,85.9,51.3,54.6,53.4,5.3,1,0,156,161,7.1,11,13
Kelvin Sheppard,6220,LB,DET,1,0,10.0,0,0,11,61.9,55.8,71.5,,54.7,69.9,0.0,0,0,8,8,0.0,0,1
Justin Houston,6222,ED,KC,14,4,2.5,0,0,16,64.1,85.8,89.7,89.1,65.2,59.3,11.1,3,0,304,310,4.9,15,20
Jurrell Casey,6229,DI,TEN,15,12,2.1,1,0,31,71.5,85.4,31.4,67.0,90.6,48.3,7.5,4,5,273,278,10.3,28,37
Mason Foster,6236,LB,WAS,16,22,4.4,0,0,32,56.8,57.3,84.1,55.0,58.3,82.6,4.2,3,0,382,388,6.8,26,46
Allen Bailey,6238,DI,KC,18,13,1.8,0,2,16,62.9,62.7,89.6,58.5,60.8,39.8,16.3,8,0,307,313,7.5,23,28
Shareece Wright,6241,CB,HST,12,0,1.4,0,0,13,59.0,61.3,86.6,60.0,71.6,54.2,28.6,2,0,129,133,3.9,5,5
Chris Conte,6245,S,TB,3,1,5.5,0,0,30,57.0,58.0,78.0,60.0,62.8,35.6,25.0,1,1,30,32,3.3,1,2
K.J. Wright,6251,LB,SEA,6,5,4.1,0,0,29,67.1,71.3,79.1,64.3,71.0,63.5,15.0,3,1,115,119,6.1,7,12
Da'Norris Searcy,6252,S,CAR,2,1,17.0,0,0,5,60.0,66.5,78.2,,75.0,82.9,0.0,0,0,25,27,0.0,0,1
Sam Acho,6255,ED,CHI,3,0,,0,0,6,61.8,62.8,75.3,56.1,64.8,,,0,0,11,11,0.0,0,0
Davon House,6283,CB,GB,2,0,,0,0,12,28.9,28.8,74.8,,51.1,26.3,100.0,1,1,8,8,0.0,0,0
Buster Skrine,6289,CB,NYJ,14,1,3.9,0,0,22,50.8,57.3,29.4,78.8,80.7,61.9,5.3,1,6,247,253,3.6,9,17
Richard Sherman,6306,CB,SF,14,1,5.5,2,0,28,68.1,68.9,63.8,69.9,68.9,64.9,22.2,2,5,289,302,1.0,3,6
Pernell McPhee,6317,ED,WAS,13,1,1.7,0,0,32,61.9,69.1,25.1,73.5,62.8,53.5,12.5,1,2,72,73,6.9,5,6
Aldrick Robinson,6330,WR,MIN,1,0,,0,0,18,,60.5,89.4,,60.0,,,0,1,1,1,0.0,0,0
Colin Jones,6342,S,CAR,5,1,13.8,0,0,5,56.8,58.8,79.7,59.2,64.8,64.1,16.7,1,0,32,35,3.1,1,4
Lawrence Guy,6385,DI,NE,19,13,2.7,0,1,19,59.8,89.7,87.9,66.8,90.4,72.9,1.8,1,0,275,283,11.3,31,43
Malcolm Smith,6394,LB,SF,11,7,3.4,0,0,28,52.5,62.6,44.7,66.1,72.4,66.7,7.7,2,2,140,146,7.1,10,17
Chris Harris Jr.,6457,CB,DEN,12,4,3.7,1,0,10,84.4,85.5,86.8,66.4,78.7,82.1,9.1,1,3,271,278,1.1,3,6
Josh Bynes,6503,LB,ARZ,11,16,3.3,0,0,1,63.9,74.8,87.9,66.9,79.2,78.0,8.3,4,0,315,329,6.7,21,28
Nick Bellore,6515,FB,DET,1,0,,0,0,11,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Mario Addison,6558,ED,CAR,16,9,1.1,0,1,5,64.2,69.9,73.2,69.0,61.5,53.5,7.7,2,2,226,234,4.9,11,15
Ron Parker,6625,S,KC,15,2,10.9,1,0,16,62.7,59.6,64.1,78.6,49.2,68.2,12.1,4,3,338,347,1.2,4,27
Ben Jacobs,6817,LB,CAR,2,0,,0,0,5,60.8,56.3,99.9,60.0,55.0,,,0,0,4,5,0.0,0,0
Craig Robertson,7003,LB,NO,6,2,0.0,0,0,20,68.2,71.2,79.8,59.5,68.6,84.6,0.0,0,0,36,36,8.3,3,3
Morris Claiborne,7012,CB,NYJ,15,3,4.0,3,0,22,60.3,62.7,68.8,,71.5,53.1,10.0,2,9,359,372,2.2,8,15
Mark Barron,7013,LB,LA,15,15,3.5,0,1,26,54.4,51.6,59.6,63.9,50.3,72.2,11.8,6,4,327,340,6.4,21,30
Luke Kuechly,7015,LB,CAR,16,11,3.6,1,0,5,84.1,90.5,64.4,56.5,91.8,81.3,7.6,6,2,325,337,12.0,39,62
Stephon Gilmore,7016,CB,NE,19,0,5.6,3,1,19,90.8,90.9,36.7,77.6,83.3,78.4,0.0,0,10,366,376,1.4,5,8
Dontari Poe,7017,DI,CAR,16,3,3.2,0,0,5,59.5,66.9,74.2,58.3,70.1,59.2,14.3,2,1,209,216,2.9,6,9
Fletcher Cox,7018,DI,PHI,18,10,1.5,0,0,24,69.1,92.3,82.1,91.5,83.9,63.5,6.3,2,1,256,263,6.6,17,20
Michael Brockers,7020,DI,LA,19,15,2.5,0,0,26,63.7,63.9,61.9,57.9,66.1,58.6,5.9,4,3,362,373,9.9,36,49
Bruce Irvin,7021,ED,ATL,16,5,3.4,0,0,2,62.8,59.1,39.9,62.2,56.9,51.8,7.1,1,3,166,172,3.0,5,8
Dre Kirkpatrick,7023,CB,CIN,13,2,5.1,1,0,7,62.6,60.0,35.0,60.0,52.5,29.8,31.3,5,7,279,291,1.4,4,9
Melvin Ingram III,7024,ED,LAC,18,9,1.9,1,1,27,88.9,73.8,1.8,73.1,72.8,62.5,13.6,6,13,372,383,7.0,26,29
Chandler Jones,7027,ED,ARZ,16,5,2.2,1,0,1,72.2,72.3,61.0,68.2,69.5,76.0,6.7,2,4,405,419,3.7,15,23
Dont'a Hightower,7030,LB,NE,18,10,4.0,0,1,19,57.6,63.3,80.0,66.3,60.8,72.4,3.1,1,1,318,326,3.5,11,21
Whitney Mercilus,7031,ED,HST,17,7,0.5,0,0,13,46.8,62.2,52.9,68.0,65.1,58.9,17.4,4,3,253,263,4.3,11,12
Nick Perry,7033,ED,GB,9,2,3.5,0,0,12,42.0,52.9,62.1,55.8,58.8,72.6,0.0,0,1,110,114,7.3,8,14
Derek Wolfe,7040,DI,DEN,16,10,2.1,1,0,10,66.7,75.3,58.1,57.9,84.7,68.8,0.0,0,3,261,267,10.0,26,32
Andre Branch,7042,ED,MIA,14,3,2.2,3,0,17,59.9,46.3,4.7,51.6,57.2,58.7,15.8,3,7,178,186,4.5,8,13
Janoris Jenkins,7043,CB,NYG,16,4,5.0,3,0,21,66.3,68.0,70.1,58.6,72.5,56.7,16.0,4,8,414,424,1.2,5,17
Mychal Kendricks,7049,LB,SEA,4,4,4.6,0,0,29,56.1,66.4,77.4,85.7,67.1,48.1,0.0,0,0,78,80,5.1,4,8
Bobby Wagner,7050,LB,SEA,16,23,4.2,0,2,29,90.5,91.7,25.4,86.7,91.2,91.5,2.4,2,3,356,366,8.4,30,58
Tavon Wilson,7051,S,DET,13,1,4.0,0,0,11,67.2,68.0,33.3,62.8,68.3,81.4,8.3,1,1,118,120,5.1,6,10
Jerel Worthy,7054,DI,TB,4,1,2.0,0,0,30,,61.7,15.2,64.6,63.4,68.7,0.0,0,1,27,28,0.0,0,1
Zach Brown,7055,LB,WAS,16,11,2.0,0,0,32,84.4,88.2,57.5,68.7,82.1,86.5,4.3,2,1,291,295,8.9,26,33
Lavonte David,7060,LB,TB,14,14,1.9,0,0,30,77.5,76.1,68.3,63.8,70.0,80.8,5.1,3,1,350,366,9.4,33,42
Vinny Curry,7061,ED,TB,12,1,1.8,0,0,30,52.3,58.4,76.4,58.4,58.9,59.0,14.3,2,2,156,162,3.2,5,11
Casey Hayward Jr.,7064,CB,LAC,18,1,7.8,0,0,27,74.5,75.9,89.7,66.0,72.7,70.4,4.5,1,3,408,423,2.2,9,20
Trumaine Johnson,7067,CB,NYJ,10,1,7.0,1,0,22,75.1,74.9,5.8,60.0,82.5,71.2,0.0,0,5,243,249,0.8,2,4
Josh Robinson,7068,CB,NO,3,0,5.0,0,0,20,69.6,69.1,84.9,58.3,64.8,76.4,0.0,0,0,8,8,0.0,0,1
Josh LeRibeus,7073,G,NO,1,0,,0,0,20,,60.1,66.9,,60.0,,,0,2,1,1,0.0,0,0
Olivier Vernon,7074,ED,NYG,11,2,5.1,1,0,21,82.4,86.3,40.2,86.0,71.2,64.7,14.3,3,5,232,238,4.7,11,16
Demario Davis,7079,LB,NO,18,11,2.6,0,0,20,59.5,75.1,68.0,81.0,83.9,69.8,11.7,7,3,318,327,8.5,27,42
Tyrone Crawford,7083,DI,DAL,16,6,2.2,0,0,9,66.6,70.5,61.1,69.1,63.7,57.4,7.4,2,4,244,256,5.3,13,19
Akiem Hicks,7090,DI,CHI,17,4,1.5,0,1,6,77.1,91.7,62.8,78.9,92.8,70.8,4.0,2,3,275,281,13.8,38,44
Travis Benjamin,7100,WR,LAC,1,0,,0,0,27,60.7,70.3,60.0,,60.0,,,0,0,1,1,0.0,0,0
Nigel Bradham,7105,LB,PHI,17,11,3.5,1,0,24,58.3,63.4,51.4,64.1,70.6,53.8,11.3,7,4,320,329,9.4,30,44
Kyle Wilber,7113,LB,OAK,6,2,4.5,0,0,23,78.7,65.8,0.0,51.0,73.7,61.1,14.3,1,1,26,27,3.8,1,4
Coty Sensabaugh,7115,CB,PIT,15,1,9.4,2,0,25,64.7,65.7,86.5,54.2,65.1,75.4,10.5,2,3,239,250,1.3,3,16
Mike Daniels,7132,DI,GB,10,5,2.4,0,0,12,57.1,69.0,69.7,78.5,57.9,56.2,8.7,2,1,181,185,8.8,16,16
Tahir Whitehead,7135,LB,OAK,16,19,4.4,1,0,23,51.6,54.8,68.1,56.4,59.6,69.5,10.0,9,3,457,476,7.0,32,62
Najee Goode,7137,LB,IND,4,0,1.7,0,0,14,41.5,35.6,0.0,68.8,48.7,29.7,40.0,2,1,25,28,8.0,2,3
Korey Toomer,7147,LB,GB,1,0,4.0,0,0,12,52.4,54.0,68.5,60.0,61.6,74.8,0.0,0,0,2,2,50.0,1,1
Jack Crawford,7151,DI,ATL,16,13,2.3,0,1,2,54.9,70.5,75.9,65.0,72.2,29.6,14.3,4,1,206,211,3.9,8,11
George Iloka,7159,S,MIN,5,0,8.3,0,0,18,63.0,68.0,82.2,60.0,75.7,83.9,0.0,0,0,31,33,3.2,1,3
Keith Tandy,7166,S,ATL,1,0,,0,0,2,60.0,60.0,64.4,,60.0,,,0,0,1,1,0.0,0,0
Danny Trevathan,7177,LB,CHI,17,13,4.0,0,0,6,68.7,73.7,64.9,75.5,72.7,81.9,6.7,4,1,322,329,8.7,28,43
Rishard Matthews,7211,WR,NYJ,1,0,,0,0,22,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Nate Stupar,7214,LB,NYG,5,1,4.0,0,0,21,35.3,31.7,0.0,56.1,54.3,28.8,0.0,0,1,29,31,3.4,1,1
