player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Brandon Carr,4454,CB,BLT,17,0,1,3,66.2,7,6,36,6.7,11.1,4,3,23.6,2,537,36,15,0,67.9,5,3,20,7.8,15.0,3,25.0,1,257,20,9
Orlando Scandrick,4457,CB,PHI,3,0,0,24,99.9,0,1,5,8.2,40.0,2,0,50.0,2,61,5,3,0,99.9,0,0,2,6.5,100.0,2,100.0,2,31,2,2
Wesley Woodyard,4583,LB,TEN,17,0,0,31,57.4,1,3,29,11.4,6.9,2,0,10.3,1,273,31,5,0,58.4,0,2,18,16.0,5.6,1,11.1,1,119,19,3
Cameron Wake,4907,ED,TEN,9,1,0,31,77.8,8,20,174,98.9,21.8,38,0,9.8,3,183,181,31,0,84.6,8,14,101,99.1,29.7,30,12.9,2,107,106,24
Malcolm Jenkins,4937,S,PHI,17,0,1,24,68.9,7,6,77,11.1,9.1,7,4,16.2,6,712,79,19,0,68.8,4,0,24,7.3,8.3,2,20.8,3,328,24,7
Clay Matthews,4949,ED,LA,13,2,0,26,63.6,6,28,277,80.9,12.6,35,3,9.0,8,361,292,42,0,60.5,3,17,135,92.9,16.3,22,11.9,6,155,144,26
Patrick Chung,4957,S,NE,14,0,1,19,48.0,0,2,37,9.4,2.7,1,1,2.7,0,424,40,2,0,53.2,0,2,11,6.4,9.1,1,9.1,0,202,13,2
Jason McCourty,5127,CB,NE,12,0,0,19,53.4,0,0,3,0.9,0.0,0,4,0.0,0,333,3,0,0,53.4,0,0,3,1.8,0.0,0,0.0,0,170,3,0
Clinton McDonald,5173,DI,ARZ,9,0,1,1,56.3,0,4,76,97.6,6.6,5,1,2.6,0,82,80,4,0,64.8,0,4,34,100.0,14.7,5,5.9,0,36,36,4
Steve McLendon,5232,DI,NYJ,16,0,0,22,67.8,4,12,218,99.6,10.6,23,2,5.0,3,239,238,19,0,62.4,2,8,85,100.0,14.1,12,7.1,1,90,90,11
Michael Bennett,5273,ED,DAL,15,0,1,9,62.0,9,26,355,98.5,13.8,49,8,6.9,7,392,386,42,0,62.3,4,19,183,99.0,18.0,33,8.5,4,201,199,27
Ndamukong Suh,5527,DI,TB,16,2,0,30,60.3,10,26,573,99.7,9.6,55,5,3.7,3,616,614,39,0,63.5,7,20,283,99.3,14.5,41,5.8,3,303,301,30
Gerald McCoy,5528,DI,CAR,16,2,0,5,69.4,8,27,387,100.0,14.5,56,8,6.6,8,422,422,43,2,73.9,6,23,194,100.0,21.1,41,11.6,8,214,214,37
Joe Haden,5532,CB,PIT,16,0,0,25,56.2,0,0,1,0.2,0.0,0,3,0.0,0,613,1,0,0,56.2,0,0,1,0.4,0.0,0,0.0,0,282,1,0
Tyson Alualu,5535,DI,PIT,16,2,1,25,68.2,2,13,200,100.0,11.5,23,2,4.3,1,215,215,16,1,76.6,1,9,78,100.0,17.9,14,7.7,1,86,86,11
Brandon Graham,5538,ED,PHI,17,0,0,24,72.6,11,48,505,97.6,15.4,78,2,7.6,9,546,533,68,0,73.9,7,26,235,97.3,20.4,48,10.4,8,258,251,41
Earl Thomas III,5539,S,BLT,16,0,0,3,67.4,3,9,59,10.0,11.9,7,3,15.3,3,623,62,15,0,63.7,3,6,22,9.3,27.3,6,25.0,1,270,25,10
Jason Pierre-Paul,5540,ED,TB,10,3,1,30,67.8,7,28,383,97.4,13.8,53,6,6.9,9,418,407,44,1,78.6,7,23,190,99.0,22.6,43,11.1,6,206,204,36
Kareem Jackson,5545,S,DEN,13,0,0,10,71.8,0,1,3,0.6,33.3,1,1,16.7,0,517,3,1,0,,0,0,0,0.0,,0,,0,227,0,0
Devin McCourty,5552,S,NE,17,0,0,19,52.2,0,4,17,2.8,11.8,2,1,11.8,0,642,18,4,0,49.7,0,2,9,3.2,11.1,1,11.1,0,316,10,2
Jerry Hughes,5556,ED,BUF,17,1,0,4,74.5,7,40,433,96.8,15.9,69,6,7.0,7,472,457,54,0,76.3,1,35,208,96.5,22.6,47,10.1,3,227,219,39
Patrick Robinson,5557,S,NO,9,0,0,20,53.7,1,2,20,16.8,0.0,0,0,7.5,0,137,23,3,0,54.6,1,2,17,29.7,0.0,0,8.8,0,64,19,3
Linval Joseph,5571,DI,MIN,15,0,0,18,62.9,3,12,327,99.1,7.3,24,1,3.2,3,350,347,18,0,71.1,2,7,92,100.0,14.1,13,6.0,1,105,105,10
Carlos Dunlap,5579,ED,CIN,14,4,0,7,77.8,13,28,375,90.8,16.5,62,1,8.1,10,426,387,51,0,67.7,7,16,183,94.9,19.7,36,9.6,6,198,188,29
Sean Lee,5580,LB,DAL,16,0,0,9,61.5,0,3,27,8.5,14.8,4,0,9.3,1,353,30,4,0,61.6,0,1,11,10.3,18.2,2,13.6,1,117,12,2
Morgan Burnett,5596,S,CLV,8,0,0,8,75.1,0,6,13,6.5,7.7,1,1,38.5,2,214,14,8,0,58.3,0,1,1,1.2,0.0,0,50.0,0,83,1,1
Earl Mitchell,5605,DI,SF,3,0,1,28,63.7,0,1,26,100.0,11.5,3,1,5.8,1,27,27,2,0,71.3,0,1,13,100.0,23.1,3,11.5,1,13,13,2
Corey Peters,5607,DI,ARZ,16,0,0,1,58.0,2,21,466,98.8,7.1,33,3,3.1,3,499,493,26,0,65.3,2,15,173,100.0,12.1,21,6.6,3,189,189,20
Everson Griffen,5624,ED,MIN,17,0,0,18,76.6,15,44,564,96.4,15.6,88,8,7.2,11,618,596,70,0,84.6,8,32,239,98.1,23.8,57,11.3,7,263,258,47
Geno Atkins,5643,DI,CIN,16,0,0,7,74.4,6,42,461,99.4,13.7,63,2,6.3,5,483,480,53,0,76.9,4,25,205,99.5,19.5,40,9.5,5,214,213,34
Al Woods,5646,DI,SEA,14,0,1,29,56.5,0,10,234,100.0,5.1,12,3,2.6,1,249,249,11,0,63.7,0,5,71,100.0,8.5,6,3.5,0,75,75,5
Sherrick McManis,5667,CB,CHI,8,0,0,6,59.4,0,0,1,4.3,0.0,0,0,0.0,0,23,1,0,0,59.4,0,0,1,14.3,0.0,0,0.0,0,7,1,0
Reshad Jones,5686,S,MIA,4,0,1,17,53.8,0,1,8,9.6,12.5,1,1,6.3,0,83,8,1,0,56.3,0,0,2,8.0,0.0,0,0.0,0,25,2,0
Kurt Coleman,5767,LB,BUF,4,0,0,4,56.0,0,0,3,7.9,0.0,0,1,0.0,0,38,3,0,0,56.3,0,0,2,8.3,0.0,0,0.0,0,24,2,0
Kyle Love,5806,DI,CAR,15,2,1,5,63.7,2,16,218,100.0,9.6,21,2,4.1,0,233,233,18,0,65.9,2,12,84,100.0,16.7,14,8.3,0,91,91,14
Darian Stewart,5820,S,TB,6,0,0,30,59.5,1,1,7,6.4,0.0,0,1,14.3,0,110,7,2,0,56.3,0,0,1,2.2,0.0,0,0.0,0,45,1,0
Tramaine Brock Sr.,5903,CB,TEN,17,1,1,31,70.0,2,2,18,2.8,11.1,2,5,11.1,0,636,18,4,0,58.5,1,2,6,2.2,16.7,1,25.0,0,279,6,3
Anthony Levine,6013,S,BLT,14,0,0,3,72.2,3,3,32,21.3,21.9,7,0,9.4,0,155,33,6,0,69.9,3,2,21,22.7,23.8,5,11.9,0,97,22,5
Albert McClellan,6022,LB,NYJ,1,0,0,22,54.1,0,0,2,21.4,0.0,0,0,0.0,0,14,3,0,0,,0,0,0,0.0,,0,,0,7,0,0
Andrew Sendejo,6118,S,MIN,15,0,0,18,70.6,1,0,12,3.7,8.3,1,2,12.5,1,322,12,2,0,70.6,1,0,5,3.0,0.0,0,30.0,1,164,5,2
Von Miller,6154,ED,DEN,15,1,1,10,71.4,10,58,443,91.1,19.2,85,8,9.7,9,519,473,77,1,74.0,6,40,213,94.7,24.9,53,13.1,5,247,234,51
Marcell Dareus,6155,DI,JAX,6,1,0,15,53.0,0,3,108,100.0,5.6,6,0,2.3,1,113,113,4,0,50.3,0,1,39,100.0,5.1,2,1.3,0,40,40,1
Patrick Peterson,6157,CB,ARZ,10,0,0,1,82.0,0,0,3,0.7,0.0,0,3,33.3,1,449,3,1,0,86.5,0,0,2,1.1,0.0,0,50.0,1,183,2,1
J.J. Watt,6163,ED,HST,10,4,0,13,88.9,17,38,360,99.7,23.3,84,6,9.3,6,393,392,61,0,90.3,11,24,158,100.0,32.3,51,13.6,4,178,178,39
Robert Quinn,6166,ED,DAL,14,2,2,9,78.3,12,33,374,99.5,16.3,61,5,9.2,12,406,404,57,0,74.3,7,18,174,99.5,20.1,35,11.8,8,191,190,33
Ryan Kerrigan,6168,ED,WAS,12,1,1,32,73.2,7,23,283,86.9,12.7,36,2,7.8,7,351,305,37,0,66.1,1,11,112,92.4,16.1,18,8.9,4,131,121,16
Corey Liuget,6170,DI,BUF,11,0,1,4,60.6,1,1,99,98.2,4.0,4,3,2.0,1,110,108,3,0,67.7,1,0,37,100.0,8.1,3,4.1,1,40,40,2
Prince Amukamara,6171,CB,CHI,15,0,2,6,60.0,0,0,1,0.2,0.0,0,5,0.0,0,567,1,0,0,,0,0,0,0.0,,0,,0,242,0,0
Adrian Clayborn,6172,ED,ATL,15,0,0,2,76.6,5,39,303,97.3,21.1,64,2,8.6,4,331,322,48,0,76.9,2,25,123,97.2,29.3,36,14.2,4,141,137,31
Cameron Jordan,6176,ED,NO,17,2,1,20,83.1,8,59,575,98.0,16.9,97,5,8.8,17,639,626,84,1,90.7,5,34,245,98.5,24.1,59,12.9,12,270,266,51
Jimmy Smith,6179,CB,BLT,10,0,0,3,83.4,0,0,1,0.3,0.0,0,4,100.0,1,288,1,1,0,,0,0,0,0.0,,0,,0,141,0,0
Cameron Heyward,6183,DI,PIT,16,5,0,25,84.0,14,36,476,100.0,15.3,73,1,7.4,10,505,505,60,3,85.8,11,25,231,100.0,19.0,44,11.3,8,248,248,44
Jabaal Sheard,6189,ED,IND,13,0,0,14,63.5,5,32,359,97.4,12.8,46,0,6.5,5,388,378,42,0,71.1,3,25,174,97.9,19.5,34,10.3,4,191,187,32
Brooks Reed,6194,ED,ARZ,8,0,0,1,57.4,0,2,37,83.3,8.1,3,0,5.4,1,48,40,3,0,65.6,0,0,15,84.2,20.0,3,6.7,1,19,16,1
Marcus Gilchrist,6202,S,JAX,3,0,0,15,60.0,0,0,1,2.0,0.0,0,0,0.0,0,49,1,0,0,,0,0,0,0.0,,0,,0,30,0,0
Terrell McClain,6217,DI,OAK,5,0,0,23,68.2,0,2,28,100.0,7.1,2,0,3.6,0,32,32,2,0,70.7,0,2,7,100.0,14.3,1,14.3,0,8,8,2
Justin Houston,6222,ED,IND,16,0,0,14,81.9,9,40,433,95.8,18.5,80,2,8.2,11,478,458,60,0,87.6,7,30,205,96.5,27.3,56,12.9,8,231,223,45
Jurrell Casey,6229,DI,TEN,17,0,0,31,64.6,5,29,547,99.3,10.8,59,2,4.6,8,580,576,42,0,65.8,4,17,250,100.0,12.8,32,6.6,6,261,261,27
Allen Bailey,6238,DI,ATL,15,0,0,2,63.4,1,12,246,98.9,9.8,24,1,3.0,1,265,262,14,0,68.0,0,6,71,100.0,16.9,12,5.6,1,81,81,7
K.J. Wright,6251,LB,SEA,18,0,0,29,59.5,1,7,48,7.7,14.6,7,1,10.4,1,689,53,9,0,77.2,0,4,17,6.8,23.5,4,17.6,1,295,20,5
Sam Acho,6255,ED,TB,5,0,0,30,67.0,0,1,24,96.2,12.5,3,0,6.3,1,26,25,2,0,76.4,0,1,14,100.0,21.4,3,10.7,1,14,14,2
Buster Skrine,6289,CB,CHI,16,0,1,6,72.0,2,3,26,5.4,11.5,3,1,9.6,0,520,28,5,0,87.8,2,2,13,5.3,23.1,3,15.4,0,263,14,4
Pernell McPhee,6317,ED,BLT,7,1,0,3,64.6,3,8,163,95.1,13.5,22,4,5.2,3,184,175,14,0,73.4,3,4,67,98.7,25.4,17,9.7,3,76,75,10
Lawrence Guy,6385,DI,NE,17,0,0,19,60.5,3,15,239,100.0,10.0,24,1,5.0,3,262,262,21,0,61.8,0,7,79,100.0,13.9,11,5.7,1,85,85,8
Malcolm Smith,6394,LB,DAL,2,0,0,9,62.1,0,1,4,10.9,0.0,0,0,12.5,0,46,5,1,0,65.8,0,1,2,15.8,0.0,0,25.0,0,19,3,1
Chris Harris Jr.,6457,CB,DEN,16,0,1,10,58.6,0,0,1,0.2,0.0,0,6,0.0,0,639,1,0,0,58.6,0,0,1,0.3,0.0,0,0.0,0,301,1,0
Josh Bynes,6503,LB,BLT,13,0,0,3,55.2,1,3,34,17.8,5.9,2,1,8.8,1,214,38,5,0,46.0,0,0,13,19.7,0.0,0,0.0,0,71,14,0
Mario Addison,6558,ED,CAR,15,0,1,5,67.7,6,32,401,94.9,15.2,61,4,7.5,11,453,430,49,0,69.9,2,20,193,98.6,18.7,36,9.8,8,213,210,30
Craig Robertson,7003,LB,NO,6,0,0,20,60.7,1,2,36,25.0,13.9,5,0,6.9,1,152,38,4,0,58.8,1,1,23,30.0,8.7,2,8.7,1,80,24,3
Mark Barron,7013,LB,PIT,15,0,1,25,62.2,0,6,52,11.2,9.6,5,4,13.5,4,473,53,10,0,60.3,0,4,23,10.6,13.0,3,17.4,2,226,24,6
Luke Kuechly,7015,LB,CAR,16,0,0,5,55.6,5,1,24,3.9,16.7,4,1,12.5,0,661,26,6,0,60.1,2,0,10,3.8,20.0,2,10.0,0,316,12,2
Dontari Poe,7017,DI,CAR,11,0,0,5,63.6,2,11,214,100.0,8.4,18,1,4.9,4,237,237,17,0,68.2,2,7,98,100.0,14.3,14,8.7,4,111,111,13
Fletcher Cox,7018,DI,PHI,17,0,0,24,85.6,11,45,528,98.4,14.0,74,0,6.1,4,569,560,60,0,83.3,6,31,250,99.3,18.4,46,8.6,3,268,266,40
Michael Brockers,7020,DI,LA,16,1,0,26,57.3,7,25,411,100.0,8.8,36,3,4.9,4,438,438,36,1,62.7,4,15,170,100.0,12.9,22,7.9,4,184,184,23
Bruce Irvin,7021,ED,CAR,13,0,1,5,62.6,8,20,319,91.0,12.5,40,2,6.9,8,379,345,36,0,70.3,3,14,165,95.8,18.2,30,10.0,8,192,184,25
Dre Kirkpatrick,7023,CB,CIN,6,0,0,7,83.9,0,0,1,0.6,0.0,0,2,100.0,1,172,1,1,0,,0,0,0,0.0,,0,,0,59,0,0
Melvin Ingram III,7024,ED,LAC,13,3,1,27,75.6,4,35,352,90.1,16.8,59,4,7.8,8,416,375,47,1,75.3,3,17,129,94.8,22.5,29,11.6,5,153,145,25
Chandler Jones,7027,ED,ARZ,16,4,0,1,90.0,7,49,578,90.7,17.0,98,6,8.1,19,677,614,75,0,90.3,4,25,239,92.5,22.6,54,10.7,11,279,258,40
Dont'a Hightower,7030,LB,NE,16,0,0,19,63.4,8,20,266,58.4,15.0,40,1,7.9,7,488,285,35,0,65.7,6,15,164,76.6,17.1,28,10.1,6,231,177,27
Whitney Mercilus,7031,ED,HST,18,0,2,13,59.5,10,38,624,93.4,11.5,72,2,5.3,9,715,668,57,0,65.9,6,26,306,97.1,15.4,47,7.5,7,342,332,39
Derek Wolfe,7040,DI,DEN,12,1,0,10,67.7,6,9,271,99.7,8.9,24,4,5.4,7,289,288,22,1,76.0,5,8,125,99.3,13.6,17,10.0,6,138,137,19
Janoris Jenkins,7043,CB,NO,16,0,1,20,65.5,0,2,7,1.1,14.3,1,8,28.6,1,624,7,3,0,55.4,0,1,3,1.2,0.0,0,16.7,0,243,3,1
Mychal Kendricks,7049,LB,SEA,14,2,0,29,75.3,0,14,76,22.8,15.8,12,3,13.2,3,368,84,17,0,71.9,0,3,23,24.1,21.7,5,15.2,2,112,27,5
Bobby Wagner,7050,LB,SEA,18,1,1,29,83.2,3,9,88,12.0,18.2,16,2,10.2,3,757,91,15,0,77.5,2,6,46,14.6,21.7,10,10.9,1,329,48,9
Tavon Wilson,7051,S,DET,16,0,2,11,59.4,2,0,27,5.5,11.1,3,4,7.4,1,506,28,3,0,56.3,0,0,9,4.8,0.0,0,0.0,0,209,10,0
Zach Brown,7055,LB,PHI,6,0,0,24,55.7,1,3,16,10.5,6.3,1,2,12.5,0,153,16,4,0,55.1,0,0,2,5.6,0.0,0,0.0,0,36,2,0
Lavonte David,7060,LB,TB,16,1,0,30,53.9,6,11,88,12.7,15.9,14,1,10.8,1,781,99,18,1,57.7,1,7,45,13.0,15.6,7,11.1,1,377,49,9
Vinny Curry,7061,ED,PHI,17,0,2,24,81.7,9,30,261,98.2,20.3,53,2,9.4,5,280,275,44,0,85.8,7,20,137,98.0,27.0,37,11.3,2,147,144,29
Trumaine Johnson,7067,CB,NYJ,7,0,0,22,56.3,0,0,2,1.0,0.0,0,4,0.0,0,197,2,0,0,56.3,0,0,2,2.0,0.0,0,0.0,0,99,2,0
Olivier Vernon,7074,ED,CLV,10,0,0,8,75.7,7,24,250,94.0,16.4,41,0,7.8,4,282,265,35,0,67.5,3,12,91,95.0,18.7,17,10.4,2,101,96,17
Demario Davis,7079,LB,NO,17,2,1,20,82.5,6,20,166,25.0,16.9,28,4,10.2,4,705,176,30,0,88.0,5,17,95,34.0,23.2,22,14.7,3,297,101,25
Tyrone Crawford,7083,DI,DAL,4,0,0,9,58.8,1,1,58,98.5,8.6,5,0,3.4,1,65,64,3,0,69.0,1,1,26,100.0,19.2,5,7.7,1,28,28,3
Akiem Hicks,7090,DI,CHI,5,0,0,6,63.3,4,5,120,98.5,9.2,11,0,4.6,1,133,131,10,0,66.1,1,5,55,98.3,12.7,7,7.3,1,60,59,7
Nigel Bradham,7105,LB,PHI,13,0,0,24,56.9,1,7,62,12.0,11.3,7,0,6.5,0,535,64,8,0,65.3,1,7,30,12.5,20.0,6,13.3,0,257,32,8
Kyle Wilber,7113,LB,OAK,6,1,0,23,54.7,0,2,13,50.0,7.7,1,1,7.7,0,34,17,2,1,60.0,0,0,8,81.8,0.0,0,0.0,0,11,9,0
Coty Sensabaugh,7115,CB,WAS,5,0,0,32,49.0,0,0,6,6.1,0.0,0,1,0.0,0,98,6,0,0,48.8,0,0,5,10.4,0.0,0,0.0,0,48,5,0
Mike Daniels,7132,DI,DET,9,0,0,11,66.3,1,11,119,100.0,13.4,16,0,5.9,1,125,125,13,0,65.8,1,4,57,100.0,14.0,8,6.1,1,60,60,6
Tahir Whitehead,7135,LB,OAK,16,0,1,23,57.6,1,6,32,6.7,15.6,5,2,10.9,0,554,37,7,0,56.2,0,1,8,3.8,12.5,1,6.3,0,234,9,1
Najee Goode,7137,LB,JAX,7,0,0,15,68.1,0,3,9,5.5,22.2,2,0,27.8,1,164,9,4,0,71.0,0,3,6,8.1,33.3,2,41.7,1,74,6,4
Jack Crawford,7151,DI,ATL,16,1,0,2,53.7,3,10,241,96.7,9.1,22,2,3.1,1,271,262,14,0,55.3,3,5,89,100.0,12.4,11,5.6,1,102,102,9
Danny Trevathan,7177,LB,CHI,9,0,0,6,77.3,3,6,37,12.3,16.2,6,1,14.9,1,350,43,10,0,61.0,1,1,18,16.4,5.6,1,11.1,1,140,23,3
Nate Stupar,7214,LB,NYG,2,0,0,21,58.9,0,0,1,5.6,0.0,0,0,0.0,0,18,1,0,0,58.9,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Rodney McLeod,7271,S,PHI,17,0,0,24,64.1,0,7,33,4.8,9.1,3,1,13.6,1,711,34,8,0,54.2,0,2,4,1.5,25.0,1,25.0,0,328,5,2
Michael Thomas,7279,S,NYG,16,0,0,21,46.2,0,1,18,9.4,0.0,0,1,2.8,0,212,20,1,0,47.0,0,1,11,11.8,0.0,0,4.5,0,102,12,1
Vontaze Burfict,7280,LB,OAK,4,0,0,23,79.2,0,0,12,14.5,25.0,3,1,0.0,0,110,16,0,0,80.8,0,0,6,20.0,33.3,2,0.0,0,50,10,0
Tashaun Gipson Sr.,7288,S,HST,14,0,0,13,50.5,3,2,17,3.2,23.5,4,2,14.7,0,561,18,5,0,47.8,2,1,8,2.9,37.5,3,18.8,0,272,8,3
L.J. Fort,7292,LB,BLT,12,0,0,3,84.8,0,8,43,28.5,34.9,15,2,14.0,2,165,47,10,0,76.0,0,4,17,25.7,47.1,8,17.6,1,74,19,5
Damon Harrison Sr.,7355,DI,DET,15,3,0,11,55.2,0,4,240,100.0,3.8,9,2,1.7,2,255,255,6,1,49.9,0,0,55,100.0,0.0,0,0.0,0,60,60,0
Julian Stanford,7372,LB,BUF,1,0,0,4,63.8,0,1,6,17.6,16.7,1,0,8.3,0,34,6,1,0,66.1,0,1,4,18.2,25.0,1,12.5,0,22,4,1
Brandon Bolden,7469,HB,NE,1,0,0,19,60.0,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jamize Olawale,7572,FB,DAL,1,0,0,9,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Harrison Smith,7641,S,MIN,17,1,0,18,63.1,1,5,37,5.6,5.4,2,2,8.1,0,681,38,6,0,59.5,1,2,12,4.4,8.3,1,12.5,0,275,12,3
Malik Jackson,7647,DI,PHI,1,0,0,24,59.9,0,1,20,100.0,10.0,2,0,2.5,0,21,21,1,0,57.7,0,0,8,100.0,12.5,1,0.0,0,9,9,0
Dion Jordan,7785,ED,OAK,7,1,0,23,66.7,0,10,113,98.4,15.0,17,2,7.1,3,127,125,13,0,70.3,0,8,61,98.6,23.0,14,11.5,3,74,73,11
Barkevious Mingo,7787,ED,HST,9,0,0,13,57.0,2,3,32,71.7,15.6,5,2,7.8,0,46,33,5,0,51.5,1,0,19,79.2,5.3,1,2.6,0,24,19,1
D.J. Hayden,7793,CB,JAX,15,0,0,15,82.7,3,2,38,9.1,5.3,2,2,11.8,2,440,40,7,0,80.3,0,1,15,7.6,6.7,1,10.0,1,223,17,2
Sheldon Richardson,7794,DI,CLV,16,2,1,8,66.5,4,29,424,97.4,11.6,49,6,4.8,4,459,447,37,2,72.1,3,21,198,99.0,16.2,32,7.6,3,210,208,27
Star Lotulelei,7795,DI,BUF,17,1,0,4,53.5,1,8,260,100.0,5.0,13,1,2.5,2,279,279,11,0,50.4,1,5,77,100.0,9.1,7,6.5,2,82,82,8
Kenny Vaccaro,7796,S,TEN,19,1,2,31,79.6,6,5,67,8.4,19.4,13,4,9.7,1,841,71,12,1,85.3,4,5,45,13.5,26.7,12,12.2,1,348,47,10
Eric Reid,7799,S,CAR,16,0,0,5,72.3,1,5,45,7.0,22.2,10,2,15.6,4,668,47,10,0,71.5,0,2,14,4.7,14.3,2,28.6,3,317,15,5
Sylvester Williams,7809,DI,LAC,5,0,0,27,65.2,0,1,29,100.0,3.4,1,0,1.7,0,31,31,1,0,82.3,0,1,8,100.0,12.5,1,6.3,0,8,8,1
Alec Ogletree,7811,LB,NYG,13,1,0,21,76.7,3,9,74,16.6,16.2,12,3,10.8,2,501,83,14,0,83.9,3,5,31,20.3,22.6,7,16.1,1,182,37,9
Johnathan Cyprien,7814,S,ATL,5,0,0,2,59.4,0,0,1,3.7,0.0,0,1,0.0,0,27,1,0,0,59.4,0,0,1,6.3,0.0,0,0.0,0,16,1,0
Manti Te'o,7819,LB,NO,2,0,0,20,52.6,1,0,2,22.2,50.0,1,0,25.0,0,18,4,1,0,,0,0,0,0.0,,0,,0,2,0,0
Tank Carradine,7821,DI,MIA,1,0,0,17,61.4,0,1,8,90.9,12.5,1,0,6.3,0,11,10,1,0,57.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Kawann Short,7825,DI,CAR,2,0,0,5,74.3,3,1,37,100.0,16.2,6,0,5.4,0,38,38,4,0,71.6,1,1,14,100.0,21.4,3,7.1,0,14,14,2
Kevin Minter,7826,LB,TB,7,0,0,30,74.3,1,11,50,27.7,20.0,10,1,12.0,0,202,56,12,0,68.7,0,6,24,24.5,25.0,6,12.5,0,102,25,6
Kiko Alonso,7827,LB,NO,13,0,0,20,60.4,2,5,46,23.9,8.7,4,0,7.6,0,205,49,7,0,55.3,0,2,24,28.3,8.3,2,4.2,0,92,26,2
Johnathan Hankins,7830,DI,OAK,16,1,2,23,59.5,6,14,324,99.7,8.3,27,6,3.7,2,349,348,22,0,54.7,3,7,110,100.0,10.9,12,5.5,1,122,122,11
Jon Bostic,7831,LB,WAS,16,0,0,32,56.2,4,6,54,9.8,9.3,5,1,11.1,1,593,58,11,0,57.3,3,1,22,11.2,9.1,2,9.1,0,223,25,4
Jamie Collins Sr.,7833,LB,NE,17,2,0,19,76.8,4,21,178,35.3,15.2,27,0,11.5,8,547,193,33,1,88.5,3,11,98,39.3,19.4,19,15.3,8,272,107,22
Margus Hunt,7834,DI,IND,16,0,0,14,51.3,1,6,223,96.7,4.9,11,2,1.6,0,244,236,7,0,56.3,1,4,78,100.0,10.3,8,3.2,0,85,85,5
